state,timestamp,keystroke_count,keystroke_rate,typing_speed_wpm,keystroke_variance,keystroke_burst_ratio,avg_inter_keystroke_time,keystroke_rhythm_std,mouse_movement_count,mouse_distance,mouse_velocity,mouse_velocity_std,mouse_acceleration,mouse_direction_changes,mouse_idle_ratio,click_count,click_rate,click_clustering,avg_click_interval,click_pattern_regularity,scroll_count,scroll_rate,scroll_intensity,scroll_direction_changes,app_switch_count,app_switch_rate,unique_apps_count,app_focus_stability,user_id,session_id
focused_work,2026-01-11T16:10:32.903749,184.768,1.34,46.549,0.022,0.604,0.073,0.05,241.817,5827.039,44.443,12.978,6.721,17.146,0.079,27.336,0.023,0.773,10.594,0.55,11.173,0.033,0.983,3.72,2.545,0.289,1.086,0.633,2,u2_s42
focused_work,2026-01-11T16:10:32.903749,190.017,1.488,29.78,0.01,0.244,0.061,0.011,317.925,4620.041,17.617,6.158,12.617,21.505,0.014,17.778,0.085,0.44,7.621,0.598,6.633,0.051,1.423,4.589,1.062,0.045,0.646,0.616,2,u2_s42
focused_work,2026-01-11T16:10:32.903749,194.401,2.055,35.429,0.0,0.573,0.047,0.017,511.988,2577.215,101.707,7.699,2.771,27.068,0.0,12.677,0.0,0.474,10.215,0.618,10.165,0.07,0.975,1.781,0.285,0.0,1.394,0.498,2,u2_s42
focused_work,2026-01-11T16:10:32.903749,178.221,1.722,18.723,0.0,0.436,0.046,0.057,413.108,1538.117,90.369,10.234,32.872,13.235,0.138,17.902,0.124,0.005,3.392,0.68,16.274,0.061,0.347,1.591,1.031,0.0,0.894,0.633,2,u2_s42
unproductive,2026-01-11T16:10:32.903749,41.177,0.0,17.997,0.047,0.181,0.568,0.278,1016.74,8224.97,67.545,48.374,10.661,66.198,0.173,11.476,0.159,0.719,2.58,0.311,0.0,0.121,3.407,3.85,1.228,1.988,2.257,0.471,2,u2_s42
unproductive,2026-01-11T16:10:32.904749,10.948,0.24,12.722,0.105,0.0,0.48,0.021,735.778,15713.467,75.363,60.927,36.768,43.179,0.019,25.004,0.101,0.565,6.445,0.265,17.415,0.182,4.204,2.712,4.102,1.757,7.2,0.173,2,u2_s42
task_execution,2026-01-11T16:10:32.904749,99.294,0.693,27.383,0.011,0.167,0.14,0.068,687.897,5104.668,111.146,4.262,27.763,42.353,0.131,14.953,0.202,1.069,3.754,0.249,26.647,0.03,1.38,3.675,3.643,0.0,2.004,0.414,2,u2_s42
task_execution,2026-01-11T16:10:32.904749,133.433,0.5,23.467,0.039,0.352,0.082,0.015,750.89,9565.788,99.894,9.343,37.771,31.491,0.279,20.141,0.049,0.627,4.268,0.566,14.387,0.051,3.193,2.699,1.001,2.55,1.623,0.3,2,u2_s43
task_execution,2026-01-11T16:10:32.904749,153.845,0.532,17.535,0.035,0.208,0.124,0.068,770.952,6382.081,30.965,12.963,33.873,43.222,0.155,10.879,0.109,0.704,4.127,0.537,8.688,0.035,1.557,0.651,1.963,2.285,2.186,0.483,2,u2_s43
research_reading,2026-01-11T16:10:32.904749,20.753,0.212,9.021,0.069,0.102,0.204,0.046,313.783,6684.051,56.111,15.761,9.507,43.481,0.384,5.932,0.014,0.265,4.479,0.259,83.117,0.221,2.426,15.87,0.014,0.372,1.719,0.65,2,u2_s43
research_reading,2026-01-11T16:10:32.905750,11.644,0.014,6.879,0.094,0.077,0.463,0.208,410.618,7388.542,25.024,26.715,17.257,14.376,0.39,4.585,0.063,0.444,1.409,0.318,47.128,0.25,3.579,1.686,2.361,0.0,0.0,0.648,2,u2_s43
focused_work,2026-01-11T16:10:32.905750,222.797,1.388,32.321,0.0,0.506,0.023,0.0,365.809,3132.544,36.248,9.594,23.599,15.237,0.21,5.085,0.114,0.377,13.774,0.722,11.008,0.066,1.487,1.658,0.162,0.0,0.336,0.607,2,u2_s43
task_execution,2026-01-11T16:10:32.905750,107.646,0.635,14.157,0.0,0.308,0.065,0.026,731.253,2860.371,58.672,34.481,18.015,21.929,0.2,24.587,0.029,0.88,7.841,0.578,12.735,0.087,1.716,6.424,2.889,1.844,1.623,0.493,2,u2_s43
task_execution,2026-01-11T16:10:32.905750,157.734,0.072,9.22,0.02,0.184,0.047,0.1,683.561,7616.912,105.408,19.611,0.9,32.871,0.172,27.385,0.128,1.014,4.386,0.438,19.559,0.158,0.685,5.321,0.83,0.531,3.362,0.448,2,u2_s43
task_execution,2026-01-11T16:10:32.905750,98.222,0.71,19.017,0.0,0.359,0.088,0.061,515.988,2360.457,109.525,15.456,17.716,47.023,0.228,3.991,0.19,1.422,5.688,0.462,33.967,0.024,0.972,5.144,5.366,0.964,1.539,0.544,2,u2_s43
focused_work,2026-01-11T16:10:32.906750,214.598,1.047,38.719,0.015,0.358,0.091,0.026,271.901,4323.701,2.6,0.827,27.183,18.676,0.118,14.927,0.076,0.532,6.238,0.637,10.058,0.007,1.286,5.343,0.358,0.0,1.085,0.568,2,u2_s43
focused_work,2026-01-11T16:10:32.906750,143.75,1.166,37.873,0.011,0.482,0.032,0.092,370.799,4622.889,51.118,10.209,33.617,33.693,0.056,13.797,0.07,0.149,7.432,0.597,4.586,0.092,0.412,0.183,0.692,0.084,0.736,0.592,2,u2_s43
task_execution,2026-01-11T16:10:32.906750,2.463,0.749,14.808,0.014,0.271,0.049,0.033,529.395,9972.212,76.907,19.372,37.818,50.006,0.065,13.564,0.138,0.83,5.256,0.235,14.7,0.099,1.081,2.75,6.139,0.478,4.136,0.255,2,u2_s43
focused_work,2026-01-11T16:10:32.906750,220.626,0.944,25.096,0.002,0.362,0.102,0.011,172.681,6167.817,65.936,19.899,17.269,0.0,0.044,9.465,0.015,0.427,7.675,0.57,2.222,0.058,1.793,2.775,1.106,0.054,0.439,0.518,2,u2_s43
focused_work,2026-01-11T16:10:32.906750,230.307,1.184,41.376,0.011,0.444,0.048,0.0,321.13,4698.164,42.282,11.216,26.343,30.217,0.067,8.456,0.031,0.968,11.999,0.581,0.0,0.036,1.418,0.776,0.0,0.201,0.976,0.495,2,u2_s43
focused_work,2026-01-11T16:10:32.907750,198.598,1.11,24.09,0.009,0.385,0.096,0.034,287.627,4934.721,71.378,10.752,21.193,24.258,0.0,17.175,0.072,0.415,8.443,0.565,9.021,0.045,0.136,2.74,0.65,0.073,0.6,0.405,2,u2_s43
research_reading,2026-01-11T16:10:32.907750,11.957,0.126,6.111,0.083,0.035,0.335,0.173,421.544,7164.422,51.558,32.279,10.668,24.936,0.356,9.733,0.046,0.579,3.428,0.493,34.285,0.237,2.648,5.843,0.391,0.0,0.249,0.63,2,u2_s43
research_reading,2026-01-11T16:10:32.907750,60.47,0.106,3.141,0.021,0.179,0.105,0.043,524.955,7922.049,9.104,16.516,4.297,44.786,0.354,11.313,0.048,0.548,10.243,0.467,48.882,0.199,2.154,7.127,0.432,0.0,1.917,0.362,2,u2_s43
research_reading,2026-01-11T16:10:32.907750,0.0,0.169,5.885,0.089,0.127,0.0,0.226,322.463,11039.119,44.439,22.43,15.968,17.294,0.451,10.62,0.07,0.356,6.858,0.19,39.89,0.308,2.111,9.822,0.0,0.637,1.435,0.651,2,u2_s43
focused_work,2026-01-11T16:10:32.907750,256.573,1.131,33.271,0.0,0.407,0.093,0.06,323.432,9203.807,40.385,10.531,15.171,16.181,0.109,17.652,0.056,0.373,13.62,0.586,3.939,0.009,1.971,7.142,0.337,0.0,1.129,0.46,2,u2_s43
task_execution,2026-01-11T16:10:32.907750,109.046,0.498,25.863,0.001,0.0,0.037,0.043,879.908,9648.351,17.564,7.552,30.912,35.043,0.026,8.69,0.068,0.595,3.793,0.452,16.226,0.0,1.292,1.349,3.724,1.583,2.904,0.288,2,u2_s43
task_execution,2026-01-11T16:10:32.908751,111.607,0.521,23.815,0.059,0.18,0.093,0.088,375.793,2498.095,78.514,12.95,9.206,48.219,0.155,21.432,0.058,0.44,4.288,0.443,9.149,0.024,1.077,3.505,5.9,1.042,0.886,0.213,2,u2_s43
task_execution,2026-01-11T16:10:32.908751,171.184,0.283,18.982,0.037,0.31,0.117,0.029,575.464,9161.828,51.908,25.253,30.678,39.052,0.254,2.139,0.026,1.028,5.322,0.421,13.522,0.117,1.012,4.231,3.671,1.696,2.601,0.456,2,u2_s44
task_execution,2026-01-11T16:10:32.908751,55.653,0.411,15.793,0.012,0.232,0.078,0.0,775.029,4975.317,50.564,14.777,32.315,30.52,0.256,40.062,0.194,0.93,4.331,0.377,11.861,0.033,1.628,2.721,3.038,0.721,2.804,0.441,2,u2_s44
unproductive,2026-01-11T16:10:32.908751,0.0,0.0,6.062,0.04,0.137,0.413,0.253,442.23,6137.949,27.033,55.988,39.114,40.144,0.369,13.948,0.097,0.628,1.361,0.253,10.789,0.0,0.0,7.343,5.398,2.262,5.489,0.238,2,u2_s44
task_execution,2026-01-11T16:10:32.908751,104.171,0.304,16.48,0.019,0.357,0.021,0.027,618.371,6510.763,69.95,12.124,29.007,14.075,0.359,25.493,0.135,0.6,4.307,0.489,12.017,0.078,0.791,0.0,5.293,0.309,3.263,0.331,2,u2_s44
task_execution,2026-01-11T16:10:32.909752,129.615,0.459,14.197,0.0,0.205,0.094,0.163,740.36,7067.903,63.624,5.09,28.806,41.356,0.175,11.92,0.197,1.341,5.376,0.516,1.785,0.016,1.735,5.012,4.181,0.939,3.125,0.312,2,u2_s44
task_execution,2026-01-11T16:10:32.909752,93.744,0.391,18.533,0.015,0.335,0.142,0.115,656.054,6480.375,97.386,10.481,19.459,19.441,0.0,34.124,0.126,1.0,5.231,0.627,28.888,0.067,1.317,2.74,0.841,0.65,2.038,0.193,2,u2_s44
focused_work,2026-01-11T16:10:32.909752,197.366,1.362,22.284,0.005,0.401,0.089,0.009,433.016,6077.891,54.866,5.091,8.834,50.512,0.166,10.76,0.059,0.419,3.698,0.518,6.874,0.083,0.992,0.967,1.712,0.0,0.814,0.617,2,u2_s44
focused_work,2026-01-11T16:10:32.909752,145.278,1.077,26.681,0.023,0.437,0.037,0.032,237.085,2819.075,42.309,7.793,12.656,23.645,0.13,7.38,0.057,0.446,5.155,0.592,0.0,0.011,0.394,0.407,0.0,0.0,0.817,0.454,2,u2_s44
research_reading,2026-01-11T16:10:32.909752,0.0,0.111,5.777,0.054,0.054,0.277,0.021,150.076,8067.839,28.101,14.582,4.879,35.977,0.523,5.48,0.048,0.431,11.88,0.218,12.866,0.388,1.223,14.565,2.986,0.44,1.486,0.578,2,u2_s44
task_execution,2026-01-11T16:10:32.910751,109.48,0.618,7.139,0.0,0.27,0.047,0.001,720.136,7699.753,127.478,26.422,18.55,41.614,0.07,5.184,0.172,0.818,8.18,0.448,17.044,0.091,1.208,2.687,3.555,1.809,2.858,0.417,2,u2_s44
task_execution,2026-01-11T16:10:32.910751,110.291,0.145,6.53,0.022,0.236,0.067,0.081,700.231,3167.741,37.678,0.0,34.414,53.771,0.177,5.313,0.162,0.984,4.12,0.519,18.592,0.034,0.456,1.426,3.182,1.548,1.687,0.358,2,u2_s44
focused_work,2026-01-11T16:10:32.910751,150.992,1.033,38.222,0.0,0.369,0.101,0.043,305.673,1731.727,0.0,14.134,8.287,18.682,0.18,9.059,0.046,0.679,12.188,0.661,16.476,0.0,1.186,4.782,0.45,0.0,0.35,0.418,2,u2_s44
focused_work,2026-01-11T16:10:32.910751,162.433,1.512,24.068,0.01,0.527,0.075,0.09,330.854,6370.812,64.673,0.0,26.26,17.517,0.081,17.248,0.063,0.231,3.486,0.559,6.442,0.031,0.457,0.603,0.0,0.0,0.825,0.579,2,u2_s44
focused_work,2026-01-11T16:10:32.910751,251.454,1.081,38.35,0.0,0.321,0.078,0.08,319.048,9739.722,97.939,5.336,14.569,4.366,0.042,14.957,0.066,0.546,11.116,0.593,12.55,0.054,1.119,4.057,0.802,0.0,1.872,0.503,2,u2_s44
focused_work,2026-01-11T16:10:32.911751,255.133,1.547,33.474,0.028,0.33,0.071,0.095,302.771,6247.152,29.844,18.574,15.181,17.321,0.031,9.91,0.054,0.629,7.514,0.353,11.74,0.094,0.24,3.031,2.9,0.0,0.96,0.43,2,u2_s44
unproductive,2026-01-11T16:10:32.911751,59.017,0.0,8.91,0.055,0.16,0.178,0.28,672.739,9241.35,125.017,29.339,16.931,34.658,0.095,7.19,0.122,0.778,4.257,0.267,0.0,0.038,2.374,11.326,5.793,2.733,2.256,0.185,2,u2_s44
unproductive,2026-01-11T16:10:32.911751,23.496,0.025,18.277,0.077,0.102,0.254,0.202,900.676,21046.665,95.047,18.316,71.605,51.808,0.0,5.563,0.082,0.409,3.843,0.161,33.518,0.166,0.891,15.302,9.426,0.0,1.918,0.132,2,u2_s44
meeting_communication,2026-01-11T16:10:32.911751,0.0,0.056,0.0,0.14,0.007,0.534,0.248,0.0,6034.669,23.832,5.862,0.0,10.064,0.375,4.905,0.058,0.362,14.198,0.566,7.08,0.061,1.093,4.107,0.0,0.226,0.406,0.724,2,u2_s44
meeting_communication,2026-01-11T16:10:32.911751,7.9,0.018,1.785,0.076,0.023,0.614,0.098,162.506,374.394,28.193,5.532,6.262,21.06,0.31,3.263,0.038,0.181,19.359,0.609,12.029,0.0,0.0,1.448,1.336,0.359,0.764,0.664,2,u2_s44
meeting_communication,2026-01-11T16:10:32.911751,16.136,0.171,5.238,0.022,0.05,0.83,0.22,81.987,1383.006,22.446,14.033,0.0,0.0,0.515,6.148,0.044,0.101,20.8,0.53,8.051,0.022,0.816,0.983,0.5,0.0,0.676,0.738,2,u2_s44
task_execution,2026-01-11T16:10:32.912752,155.81,0.527,18.62,0.004,0.211,0.085,0.039,230.843,11148.355,8.991,8.856,19.06,63.664,0.114,24.443,0.15,1.213,4.109,0.497,8.959,0.0,1.235,1.17,6.491,2.009,3.476,0.429,2,u2_s45
task_execution,2026-01-11T16:10:32.912752,104.865,0.595,11.83,0.057,0.461,0.033,0.059,690.98,6590.969,43.802,22.326,33.939,63.294,0.0,11.232,0.075,1.466,8.504,0.465,14.146,0.085,2.159,2.64,3.618,0.701,0.958,0.236,2,u2_s45
task_execution,2026-01-11T16:10:32.912752,120.216,0.402,17.238,0.038,0.182,0.06,0.094,591.679,9178.248,101.693,0.0,16.395,29.704,0.108,38.542,0.0,0.744,3.37,0.54,7.814,0.129,1.292,2.579,1.857,0.67,0.508,0.264,2,u2_s45
research_reading,2026-01-11T16:10:32.912752,8.127,0.132,5.167,0.071,0.223,0.352,0.129,479.66,8182.388,0.0,7.537,7.49,19.898,0.366,0.0,0.074,0.325,15.307,0.331,43.777,0.16,1.188,8.509,1.008,0.0,1.582,0.615,2,u2_s45
research_reading,2026-01-11T16:10:32.912752,0.0,0.038,2.496,0.069,0.071,0.212,0.226,314.021,6568.799,17.88,25.61,16.938,30.932,0.368,14.716,0.002,0.518,11.606,0.196,14.279,0.191,2.056,11.512,1.77,0.441,1.507,0.776,2,u2_s45
task_execution,2026-01-11T16:10:32.913752,186.284,0.506,16.186,0.019,0.185,0.117,0.119,493.841,6430.146,0.0,15.801,26.484,21.305,0.097,9.785,0.034,1.237,2.34,0.449,22.627,0.124,0.594,7.234,3.394,1.338,4.112,0.476,2,u2_s45
task_execution,2026-01-11T16:10:32.913752,172.668,0.428,17.292,0.021,0.258,0.064,0.1,416.614,7768.08,0.0,23.426,29.2,28.177,0.194,37.851,0.196,1.027,6.609,0.557,22.636,0.031,1.643,2.48,6.992,1.461,2.123,0.396,2,u2_s45
task_execution,2026-01-11T16:10:32.913752,44.014,0.697,27.443,0.0,0.244,0.0,0.06,606.588,7415.664,131.05,14.435,44.764,41.618,0.098,23.223,0.119,0.917,4.089,0.367,23.903,0.11,0.757,2.996,3.837,1.507,2.541,0.53,2,u2_s45
research_reading,2026-01-11T16:10:32.913752,35.319,0.0,1.357,0.058,0.167,0.318,0.117,199.865,6836.347,51.686,19.782,16.328,25.287,0.391,1.018,0.027,0.521,12.59,0.448,33.917,0.371,2.413,5.259,1.429,0.523,1.267,0.525,2,u2_s45
research_reading,2026-01-11T16:10:32.913752,21.02,0.0,5.776,0.059,0.191,0.077,0.234,12.243,7054.08,88.038,16.903,3.411,25.92,0.463,7.244,0.061,0.389,11.971,0.453,70.455,0.25,2.41,3.23,1.95,0.759,1.38,0.443,2,u2_s45
task_execution,2026-01-11T16:10:32.914752,108.698,0.46,22.971,0.016,0.303,0.15,0.089,698.204,6285.397,0.0,26.627,32.423,52.73,0.055,12.806,0.134,0.868,3.068,0.334,12.816,0.048,0.525,0.875,2.934,0.993,1.223,0.498,2,u2_s45
research_reading,2026-01-11T16:10:32.914752,29.938,0.0,5.627,0.105,0.186,0.406,0.049,278.498,5250.93,39.083,23.336,12.789,16.029,0.36,13.872,0.064,0.392,4.837,0.348,23.738,0.177,0.969,14.892,2.774,0.0,0.209,0.571,2,u2_s45
task_execution,2026-01-11T16:10:32.914752,127.775,0.77,23.634,0.027,0.264,0.078,0.089,707.362,10145.078,120.686,12.933,40.23,31.408,0.217,20.317,0.066,1.297,7.9,0.298,17.278,0.054,1.628,5.044,4.738,0.237,0.496,0.495,2,u2_s45
task_execution,2026-01-11T16:10:32.914752,62.795,0.492,13.124,0.0,0.096,0.053,0.035,620.847,4515.232,34.434,4.171,11.201,18.983,0.141,31.738,0.187,0.88,7.607,0.359,19.366,0.033,1.641,0.941,1.593,0.9,3.972,0.5,2,u2_s45
task_execution,2026-01-11T16:10:32.914752,150.413,0.334,23.717,0.034,0.249,0.087,0.136,645.841,7443.985,38.279,16.161,49.642,36.271,0.304,0.0,0.086,1.063,6.711,0.339,26.935,0.207,2.714,7.374,0.947,1.387,2.458,0.482,2,u2_s45
task_execution,2026-01-11T16:10:32.915752,55.34,0.512,14.828,0.02,0.233,0.118,0.06,588.534,9474.62,54.957,9.294,10.649,22.299,0.085,30.928,0.075,0.813,3.426,0.443,17.114,0.082,2.566,3.358,3.657,0.542,4.525,0.5,2,u2_s45
unproductive,2026-01-11T16:10:32.915752,55.246,0.24,0.0,0.061,0.073,0.07,0.127,960.933,9319.994,107.305,45.073,63.346,27.447,0.279,32.664,0.051,0.826,3.751,0.169,41.298,0.107,0.833,8.83,5.326,0.704,4.55,0.3,2,u2_s45
unproductive,2026-01-11T16:10:32.915752,0.0,0.024,8.427,0.112,0.088,0.501,0.226,634.79,5196.301,85.246,29.56,61.518,8.201,0.126,22.445,0.168,0.573,4.392,0.278,31.315,0.117,3.905,5.594,10.266,2.255,3.64,0.279,2,u2_s45
unproductive,2026-01-11T16:10:32.915752,0.0,0.273,3.564,0.127,0.072,0.644,0.299,899.549,10772.88,113.218,24.315,69.618,52.744,0.048,35.304,0.009,0.882,2.236,0.22,28.016,0.173,2.163,5.866,1.846,1.747,1.354,0.321,2,u2_s45
research_reading,2026-01-11T16:10:32.915752,24.573,0.239,6.441,0.081,0.245,0.192,0.207,256.432,2332.927,45.253,18.127,8.69,19.249,0.392,10.772,0.108,0.412,12.162,0.238,26.441,0.165,1.915,8.219,1.221,0.0,0.0,0.559,2,u2_s45
task_execution,2026-01-11T16:10:32.915752,129.993,0.508,10.663,0.034,0.329,0.04,0.161,740.352,7918.79,31.194,10.025,13.336,16.082,0.172,19.382,0.158,1.012,6.476,0.446,8.271,0.095,1.519,2.981,2.244,0.806,1.359,0.543,2,u2_s46
focused_work,2026-01-11T16:10:32.916753,111.824,1.386,36.013,0.027,0.454,0.052,0.035,307.888,4630.626,109.562,3.533,13.554,0.0,0.159,15.784,0.134,0.412,5.74,0.46,11.403,0.03,1.125,1.366,1.439,0.379,1.006,0.596,2,u2_s46
focused_work,2026-01-11T16:10:32.916753,187.426,1.411,33.166,0.008,0.493,0.053,0.018,335.669,3666.401,37.179,14.739,7.913,33.995,0.175,2.886,0.073,0.608,8.52,0.564,7.153,0.017,0.747,4.704,1.581,0.0,0.981,0.497,2,u2_s46
research_reading,2026-01-11T16:10:32.916753,25.63,0.223,2.077,0.024,0.163,0.26,0.158,188.713,6237.548,28.393,13.285,26.45,52.371,0.492,9.137,0.031,0.177,10.934,0.481,52.432,0.251,2.687,7.902,0.728,0.0,0.566,0.646,2,u2_s46
research_reading,2026-01-11T16:10:32.916753,33.572,0.099,3.481,0.11,0.092,0.205,0.257,300.969,8488.192,39.964,18.303,0.0,32.217,0.463,12.881,0.109,0.204,4.522,0.425,30.31,0.358,2.717,10.614,1.235,0.164,1.418,0.709,2,u2_s46
research_reading,2026-01-11T16:10:32.916753,31.318,0.0,4.2,0.057,0.047,0.0,0.259,270.197,6034.585,71.839,0.0,21.38,53.634,0.289,6.208,0.064,0.37,14.15,0.388,53.217,0.518,0.877,13.348,2.485,0.0,0.191,0.669,2,u2_s46
research_reading,2026-01-11T16:10:32.917753,18.098,0.11,2.165,0.058,0.221,0.11,0.181,180.295,10878.598,9.932,2.314,12.126,15.41,0.59,2.495,0.003,0.36,0.0,0.145,25.591,0.157,1.605,5.264,0.085,0.563,0.735,0.611,2,u2_s46
focused_work,2026-01-11T16:10:32.917753,194.836,1.375,29.373,0.023,0.471,0.061,0.068,167.013,5568.42,38.586,5.186,23.988,31.946,0.18,13.098,0.051,0.788,5.178,0.746,7.194,0.039,0.709,2.284,0.0,0.0,1.039,0.48,2,u2_s46
unproductive,2026-01-11T16:10:32.917753,25.222,0.31,0.0,0.079,0.0,0.593,0.174,1019.329,14975.797,39.498,45.47,64.367,26.662,0.159,14.362,0.093,0.783,5.198,0.291,21.203,0.033,1.711,11.956,9.347,1.425,3.679,0.256,2,u2_s46
task_execution,2026-01-11T16:10:32.917753,108.377,0.145,11.442,0.02,0.26,0.086,0.109,573.962,9994.243,78.474,5.529,27.963,36.738,0.082,6.144,0.053,0.655,7.602,0.405,24.596,0.027,0.843,1.713,2.488,1.105,2.98,0.541,2,u2_s46
focused_work,2026-01-11T16:10:32.917753,297.62,0.582,30.059,0.007,0.486,0.077,0.06,375.881,3207.5,98.665,6.31,5.917,0.84,0.055,21.352,0.023,0.67,5.99,0.518,1.581,0.064,0.693,2.766,0.0,0.0,0.986,0.548,2,u2_s46
focused_work,2026-01-11T16:10:32.918753,245.062,1.233,18.866,0.02,0.452,0.051,0.027,227.02,7497.634,80.479,3.526,18.0,11.135,0.0,25.487,0.05,0.372,4.553,0.552,0.0,0.036,1.581,4.068,0.482,0.722,1.091,0.4,2,u2_s46
focused_work,2026-01-11T16:10:32.918753,238.451,1.29,36.544,0.004,0.312,0.055,0.039,310.906,5589.912,56.027,15.304,22.812,1.843,0.041,11.533,0.127,0.444,10.469,0.425,6.991,0.062,1.364,5.314,0.622,0.261,0.802,0.514,2,u2_s46
focused_work,2026-01-11T16:10:32.918753,226.795,1.797,40.091,0.017,0.511,0.051,0.0,260.076,9757.238,23.734,13.614,16.707,14.656,0.213,13.785,0.101,1.02,7.496,0.623,12.647,0.03,1.221,4.47,0.783,0.035,0.0,0.346,2,u2_s46
focused_work,2026-01-11T16:10:32.918753,131.355,1.593,42.74,0.023,0.467,0.031,0.008,583.096,2546.839,20.94,8.054,26.855,34.343,0.114,15.39,0.063,0.475,9.377,0.546,19.343,0.0,0.327,1.904,0.0,0.391,1.171,0.587,2,u2_s46
focused_work,2026-01-11T16:10:32.918753,160.425,1.497,27.372,0.018,0.434,0.022,0.103,228.048,4965.229,44.509,9.402,19.139,24.014,0.04,21.701,0.037,0.433,2.963,0.599,16.724,0.033,1.858,0.033,0.0,0.417,0.878,0.393,2,u2_s46
research_reading,2026-01-11T16:10:32.918753,9.849,0.239,3.961,0.081,0.118,0.216,0.0,319.36,9320.759,19.611,5.749,11.243,18.6,0.236,15.592,0.054,0.433,5.12,0.306,52.14,0.213,0.351,6.575,0.921,0.489,0.852,0.55,2,u2_s46
task_execution,2026-01-11T16:10:32.919753,78.702,0.678,25.435,0.031,0.119,0.114,0.057,510.503,7331.972,55.644,12.067,34.254,39.647,0.0,31.548,0.172,1.017,6.805,0.415,5.248,0.075,2.421,4.218,6.394,2.134,2.317,0.369,2,u2_s46
task_execution,2026-01-11T16:10:32.919753,110.071,0.46,14.663,0.0,0.086,0.15,0.11,660.795,5332.337,33.783,16.672,9.663,40.518,0.119,28.342,0.034,0.92,5.17,0.479,8.453,0.033,0.323,0.0,5.988,2.336,2.613,0.519,2,u2_s46
task_execution,2026-01-11T16:10:32.919753,70.637,0.652,15.068,0.008,0.392,0.075,0.003,449.76,7296.357,34.116,40.612,18.259,28.553,0.051,30.13,0.098,1.07,7.794,0.474,17.287,0.019,0.277,0.0,3.216,2.55,1.786,0.518,2,u2_s46
task_execution,2026-01-11T16:10:32.919753,86.279,0.453,22.25,0.011,0.165,0.055,0.075,595.962,9282.305,26.524,8.991,41.816,52.842,0.249,3.023,0.064,0.924,5.688,0.373,20.407,0.072,1.643,2.431,1.537,1.393,2.748,0.303,2,u2_s47
task_execution,2026-01-11T16:10:32.919753,109.729,0.47,16.832,0.048,0.2,0.127,0.071,426.186,8596.503,40.879,4.998,49.599,44.204,0.117,18.309,0.189,1.268,4.395,0.464,11.881,0.098,1.089,0.0,1.008,1.666,1.633,0.494,2,u2_s47
task_execution,2026-01-11T16:10:32.920753,125.533,0.556,9.551,0.004,0.179,0.087,0.097,574.689,2624.398,79.118,12.584,40.928,35.156,0.095,15.774,0.143,0.57,3.681,0.407,19.523,0.068,1.327,5.126,1.116,1.411,3.162,0.564,2,u2_s47
research_reading,2026-01-11T16:10:32.920753,78.981,0.218,6.451,0.033,0.218,0.514,0.244,454.688,9786.336,30.262,25.897,0.0,23.008,0.127,10.655,0.08,0.579,8.151,0.356,40.545,0.388,2.418,15.396,2.25,0.516,0.384,0.479,2,u2_s47
focused_work,2026-01-11T16:10:32.920753,222.148,1.525,25.005,0.006,0.308,0.093,0.025,523.71,5214.314,0.0,12.413,21.626,15.254,0.07,23.581,0.063,0.472,1.697,0.658,9.862,0.046,1.297,3.072,0.0,0.0,1.092,0.497,2,u2_s47
task_execution,2026-01-11T16:10:32.920753,31.687,0.503,6.41,0.035,0.241,0.092,0.081,730.018,228.651,17.677,36.296,11.304,26.469,0.274,21.819,0.115,1.265,4.335,0.384,20.903,0.074,2.057,1.466,3.469,0.886,1.962,0.287,2,u2_s47
task_execution,2026-01-11T16:10:32.920753,92.725,0.464,18.597,0.002,0.173,0.057,0.083,686.36,6104.584,32.496,9.06,32.884,5.738,0.125,12.701,0.068,1.058,5.208,0.354,17.514,0.085,2.114,3.777,2.035,2.069,3.852,0.659,2,u2_s47
task_execution,2026-01-11T16:10:32.921754,152.0,0.534,34.172,0.007,0.285,0.12,0.051,548.556,6343.342,49.259,20.696,26.68,7.366,0.16,25.055,0.11,1.279,6.18,0.44,22.095,0.158,1.237,6.561,6.749,0.775,1.18,0.459,2,u2_s47
task_execution,2026-01-11T16:10:32.921754,81.669,0.706,13.036,0.043,0.059,0.069,0.153,203.84,6796.1,93.165,17.682,37.972,51.847,0.08,28.202,0.097,0.945,4.106,0.681,11.416,0.027,2.035,3.045,5.026,0.736,1.055,0.532,2,u2_s47
task_execution,2026-01-11T16:10:32.921754,65.649,0.475,22.218,0.025,0.202,0.075,0.055,726.939,2472.65,31.659,1.813,33.05,60.628,0.207,27.779,0.086,0.989,3.982,0.38,14.518,0.069,2.592,5.999,3.303,2.134,4.756,0.417,2,u2_s47
task_execution,2026-01-11T16:10:32.921754,78.382,0.542,23.976,0.057,0.171,0.082,0.0,843.006,4874.249,0.0,18.413,12.4,23.629,0.071,33.953,0.197,0.991,5.117,0.314,11.567,0.081,1.788,5.317,3.982,1.257,2.743,0.472,2,u2_s47
focused_work,2026-01-11T16:10:32.921754,130.869,0.689,36.508,0.018,0.536,0.082,0.053,210.199,4954.729,34.857,2.988,28.77,13.588,0.237,9.966,0.036,0.66,7.888,0.604,6.429,0.024,0.731,0.13,0.966,0.062,1.039,0.558,2,u2_s47
